user,assistant
Family went out of town today. Since I start school soon_comma_ I couldn't go with them. House is empty_comma_ just hear some outside noises of passing cars and some birds. Feels a little like I was abandoned_comma_ even though no one had any other choice to do anything other than what they did. Oh well,Family went out of town today. Since I start school soon_comma_ I couldn't go with them. House is empty_comma_ just hear some outside noises of passing cars and some birds. Feels a little like I was abandoned_comma_ even though no one had any other choice to do anything other than what they did. Oh well
i just spend 470$ to fix my car and it's broken again,I just spent so much money on my car and now a week later something else broke.
My husband and I recently decided to get a puppy. I was extremely excited after we put the deposit down. When I went to tell my mom she immediately started talking badly about our decision. I got really upset about her reaction and was very frustrated with her.,My husband and I recently decided we are going to get a puppy! I was really excited when I put the deposit down_comma_ but when I went to tell my mom about it she got really negative and talked badly about our decision. It was really frustrating and made me not feel great.
I was supposed to take a flight tomorrow_comma_ but I am not sure I want to do it since there is supposed to be a storm at the time.,I was supposed to take a flight tomorrow_comma_ but there is supposed to be a storm at the time
I was outside playing with my dogs today and felt wonderful enjoying the nice day!,I was outside playing with my dogs today and felt wonderful enjoying the nice day!
I just had a nice lunch... i feel good,I just had a nice lunch... i feel good
I was about to go on a ski run and my friend passed me a Red Bull. I smashed the run after drinking the whole thing!,I tried Red Bull before skiing recently.
My life is pretty good right now. I have a great family_comma_ a good job_comma_ and a nice place to live.,Life is pretty good. I have a wonderful family_comma_ a good job_comma_ and a decent house. Can't complain!
I was in such a hurry after waking up late. I had to rush getting ready. When I got to work I realized that I still had on my pajama pants.,I am never late_comma_ but the other day_comma_ my alarm did not go off_comma_ so I had to rush getting ready for work.
I just really trust people,People say i'm so naive but i'm not i just really trust people
I just drove in front of my old high school. It looks exactly same as when I went there.,It was really cool to see that my old high school still looks the same. I had some great times there.
I stepped in some dog poop while taking a walk the other day_comma_ ugh.,I stepped in some dog poop while taking a walk the other day_comma_ ugh.
My boyfriend recently cooked me a very nice meal while I worked late,My boyfriend recently made me a very nice meal while I worked late. I was so grateful.
i had to clean up an overflow toilet.,the toilet got clogged and there was poop everywhere_comma_ and I had to clean it up.
I baked a bunch of cookies for my new neighbors. I felt bad because I ate them all before I could give them away. I have no self control!,I baked a bunch of cookies for my neighbors. Unfortunately I ate them all instead. I have no self control!
I went on four job interviews last week. I have a good feeling I will get an offer soon.,I went on a bunch of job interviews last week. I have a good feeling I will get an offer soon.
My mailman didn't make it by my house today and failed to deliver my order. He's usually never even late.,My mailman didn't make it by my house today and failed to deliver my order. He's usually never even late.
i was going through an old baby book last week.,I was flipping through looking at all my baby pictures.
I just moved to a new city. i am looking forward to having a new start.,I just moved to a new city. i am looking forward to having a new start.
I was walking down the street and a fly flew into my mouth. I tried to get it out but it wouldn't leave. It tasted so nasty.,I was walking down my street and a big fly flew into my mouth. I tried to spit it out but it wouldn't leave. It tasted so nasty.
It is my birthday and I want a new drone. I done told my wife that I liked this drone and wanted it. Maybe she will buy it for me!,My birthday is soon!
I was walking home and ran into a stray dog. It chased me for a couple blocks.,I was walking home the other day_comma_ and ran into a stray dog. It chased me for quite a distance.
I was really counting on that check in the mail today.,I really really need that check to come_comma_ in the mail.
I just started a new job and I noticed a lot of the people gossip about each other. I'm not sure how long I can keep working here.,I just started a new job and I noticed a lot of the people gossip about each other. I'm not sure how long I can keep working here.
I lost my dog a few days ago. It was really sudden.,I lost my dog a few days ago. It was really sudden
I always take care of my little brother_comma_ I am very protective.,I protect my little brother like my life depends on it_comma_ I have to
I had my birthday party last week. And I got all the presents!,Guess what I got for my birthday!
My mom had been out of town for a whole weeks now.,My mom has been out of town for weeks_comma_ I hope she comes back soon.
I was so sad when I heard my favorite TV show was canceled. I don't have anything to watch now. I hate when they do that.,I was upset when my favorite TV show was canceled. Now I don't have anything to watch.
I was driving home from work and a driver cut in front of me and made me almost hit another car.,I was driving home from work and a driver cut in front of me and made me almost hit another car.
my teacher promised I would pass her class.,My teacher said If i do what she says she can guarantee ill pass
This was the big day_comma_ time for me to show off my skills,Today was the day I had been practicing for years for.
I went a bunch of job interviews last week. I have a good feeling that I will land something soon.,I went a bunch of job interviews last week. I have a good feeling that I will land something soon.
I was at the store the other day and I didn't notice when my wallet fell on the ground. Luckily a man picked it up and found me! I was so happy!,I was at the store the other day and I didn't notice when my wallet fell on the ground. Luckily a man picked it up and found me! I was so happy!
I failed my entrance exams again.,I cant believe it_comma_ 3rd try and stilla  fail.
I get aggravated when my daughters have too much homework.\,Sometimes my daughters have too much homework.
I spent a good bit of money upgrading my computer and for a new game I was excited for. The game turned out to be pretty boring.,I spent a ton of money on computer upgrades and purchasing a new game I was excited for. Turns out it's actually pretty boring.
I just received a call from the job I really wanted. They said they went with a different candidate.,So I had really good job interview. They just called to say they went with someone else. Im a little bummed about that.
Recently I had a shift at work cancelled. A lot of times that means more were going to be cancelled. I was very nervous that the whole weeks pay would be lost.,Recently I had a shift at work cancelled. Often that can mean that the rest of the week gets cancelled.
I was at the mall the other day and I smelled some cinnamon rolls. It reminded me of my childhood and was such a good time!,I was at the mall the other day and I smelled some cinnamon rolls. It reminded me of my childhood and was such a good time!
I finally saved up enough money to take a trip to Alaska to see the northern lights.,I finally saved up enough money to take a trip to Alaska to see the northern lights.
I was talking big and bad ut got beat up.,I was talking crap to this guy for like 10 minutes and he all of a sudden just knocks me out
I am a man of simple taste.  Even if I were filthy rich I wouldn't think twice about going through a McDonald's drive thru if I was in a rush to get somewhere.,Even if I were filthy rich I would have no problem ordering McDonald's at a drive-thru.  I'm a man of simple taste
My cat peed on the carpet while I was at work.,I gor home from work the other day to find my cat had peed on the carpet. The smell was horrible.
this roller coaster had 3 loops on it.,The ride I was going on went upside downs three times in total.
I'm thankful for the life that I have.,My life is going pretty well at this time.
I cant believe I got in a wreck today. Some one cut in front of me and slammed their brakes. I cant stand people that drive so dangerously.,I got in a wreck today. Someone cut me off on a wet road and slammed their brakes causing me to wreck. It makes me furious someone can drive so dangerously.
I dropped my football trophy and is shattered allover the ground!,I dropped my allstart team trophy and it shattered everywhere
When I was laying in my bed last night I heard some footsteps walking down the hall. I live alone and was very frightened.,I was laying in my bed last night and I heard footsteps walking down the hall. I was frightened because I live alone.
I climbed to the top of the cargo rope.,I finally made the full climb_comma_ I mastered to cargo rope.
I am going to go see a band I have wanted to see for a long time. I had tried in the past but it just hadn't worked out.,I am going to see a band that i have wanted to see for a long time.
I thought my kid was doing great in school. Then I found out he failed one of his classes. He really upset me by not telling me he was having trouble.,I thought my son was doing good in school. When I got his report card I found out he failed his math class. I wish he had told me he was in trouble.
"I am making my wife dinner with this new rub I just bought.  I think I""m gonna love it_comma_ but I'm pretty sure she's gonna hate it.",That sounds so good!
I got a new phone recently. It's so much nice and faster than my old one.,I got a new phone a few weeks ago.
I can't wait to see what my boyfriend has planned for my birthday. He says its a big surprise,ITs almost my birthday
I was at a gas station with my friend and we both bought a lottery ticket. She won a little bit of money! I was a little mad that I didn't get anything.,I was at a gas station with my friend and we both bought a lottery ticket. She won a little bit of money! I was a little mad that I didn't get anything.
I just saw a naked man running down the street. It was so gross.,I just saw the most gross and disturbing thing running down the street. It was a backed old man.
I'm pretty stoked about this business idea that just came to mind.  If executed right my friend and I could make a ton of cash,I'm pretty stoked because I'm putting together this business idea in my head.  If done right with my friend we could rake in a ton of cash
My boss has cancer_comma_ so I'm trying very hard to work extra to make things easier for her.,My boss was diagnosed with cancer earlier this summer. I've been trying very hard to work extra to make things easier for her.
I really miss Saturday morning cartoons. Simpler times I guess.,I really miss watching Saturday morning cartoons
I tripped and fell at the coffee shop yesterday. The worst part is that it was in front of the really cute barista.,I tripped and fell in front of the cute barista yesterday. I dont feel like showing my face there again.
I quit a job recently. It was really important for me to just get out of that job. However_comma_ I wasn't able to tell my good friend before leaving.,I quit my job recently_comma_ which was great. But I didn't have time to tell my good friend before leaving. I feel so bad now.
I couldn't believe my eyes when I saw my dog inside my baby's crib.,I couldn't believe it when I saw my dog had jumped in my baby's crib. I don't know how he got up there.
I was on my way home and I saw a little cat! It was so cute I just had to take care of it!,I was on my way home and I saw a little cat! It was so cute I just had to take care of it
I was standing in a long line at a store on black friday. I had to use the restroom really bad. The person behind me offered to watch my items and hold my place_comma_ but when I came back they had taken some of my items to purchase themselves and left my other stuff sitting in an aisle.,On Black Friday_comma_ I was in line at a store and it was taking forever. I had to use the restroom so bad.
It sucks seeing others make more money than me.,It sucks seeing others make more money than me.
I went on a job interview last week. I thought it went really well but I just found out I did not get the job.,I thought my job interview went well last week but I just found out I didn't get the job.
I won a  bet for $50 I had forgotten all about.,I won a bet for $50 I had forgotten all about.
I have been talking to this girl online that I like.  I am going to ask her on a date.  I think that she will say yes,I have been talking to this girl that I like for awhile now.  I think that I am finally going to ask her on a date
I was at the store and I dropped my wallet without knowing. Luckily some nice man gave it to me later in the trip! I was so surprised!,I was at the store and I dropped my wallet without knowing. Luckily some nice man gave it to me later in the trip! I was so surprised!
I just ordered from a new restaurant. I hear its really good.,I just ordered delivery from a new vegan restaurant
I had to give a speech in front of a few people I have never met. I was a little scared,I had to give a speech in front of a few people I have never met. I was a little scared
I think I'd have enough faith in my friend to go into business with him.,My friend is pretty smart and reliable.  I think I'd have enough faith to go into business with him
My girlfriend was cheating on me but I didn't know. I believed that she would never cheat on me.,My girlfriend was cheating on me and I didn't know.
I was cleaning out my basement and a giant rat jumped out at me. I nearly jumped out of my skin. It ran away and now I can't find it anywhere!,I was cleaning my basement and a huge rat jumped out at me. I nearly jumped out of my skin!
I'm cooking diinner for my boyfriend tonight. Im a llittle nervous.,I coooking dinner for the first time for my boyfriend tonight
My puppy died very suddenly a year ago. I still feel so terrible. I miss him a lot,My puppy died suddenly a year ago. I still miss him like crazy.
I am about to go on vacation to the beach! I am so ready!,I am about to go on vacation to the beach! I am so ready!
I was at my son's middle school graduation and he go so many things! I was so happy!,I was at my son's middle school graduation and he go so many things! I was so happy!
I went on what I thought was a terrible job interview. They called me today with an offer! I never thought I would hear from them again.,I went on what I thought was a horrible interview. They called me today with an offer! that caught me completely off guard.
My niece cut my hair accidentally while she was playing around with some scissors,My niece cut my hair accidentally while she was playing around with some scissors
My cat just died. I don't know what I will do without him.,My cat just died. I have had her for like 20 years.
My AC went out,My AC went out yesterday.
I'm pretty amazed at how far I've come in life.  I was such a bum now I'm a real man_comma_ living on my own self-employed with my own car paying my own bills,Looking back at my older self I've come a long way.  It's pretty amazing really_comma_ I was such a bum now I'm a real man_comma_ living on my own self-employed with my own car paying my own bills. Like waking up from a nightmare haha
I met a girl last week at a cell phone store and she was being very open about her life. She was the manager of that location and had been at another as well. She is 22 years old and that was highly impressive to learn.,I was at a cell phone store last week talking to a girl who worked there and she was telling me a lot about her life.
I stepped in bubble gum in the parking lot at work.,I stepped in bubble gum in the parking lot at work.
I watch youtube videos all day because I'm so bored,I watch youtube videos all day because I'm so bored
I just saw the Acropolis when I was on vacation and it was amazing. Everyone should see it!,I saw the Acropolis when I was on vacation. It was pretty cool!
I just took my finals. I should be getting my grade any day now.,I just finished finals. I should be getting my grades back any day now.
I have an amazing wife. She is so smart and in medical school!,I have an amazing and brilliant wife. I'm so lucky!
My nephew got his first credit card the other day.  He was a $300 limit.  He has worked so hard to get there.  We are very happy for him,We were all so proud of my nephew the other day
I was a little shocked when I found out I had made $100 in one day without trying_comma_,I was shocked a couple of days ago when I made over $100 without even trying.  But then I remembered money is just energy and flows to whoever is open to it
I felt great when I went to do my job interview. I am pretty sure I got the job. I will get a call any minute now.,I had a job interview recently and I think I did great. I am pretty sure I will get the job.
I really like my friend's Chanel bag_comma_ but I would never spend that much money on an accessory,I really like my friend's Chanel bag_comma_ but I would never spend that much money on an accessory
My girlfriend bought me concert tickets for my birthday. I thought the show was sold out.,I got concert tickets for my birthday. I thought the show was sold out. My girlfriend got them for me.
I really like my friend's new haircut. He got a mohawk and died it purple. I wish my hair was as cool as his.,My friend got the coolest haircut. He got a purple mohawk. I wish I could do that with my hair.
i really miss my family. it sucks to be 800 miles away.,i really miss my family. it sucks to be 800 miles away
I got a letter in the mail. Apparently a distant Aunt left me a lot of money and I didn't know it!,I got a really interesting letter in the mail. My Aunt left me a lot of money.
I was doing this chat room thing_comma_ and I walked away for a minute.  One minute turned to ten_comma_ and the next thing I knew_comma_ the chatroom had expired_comma_ stranding the person waiting on me.,I was doing this chat room thing_comma_ and I walked away for a minute.
The package that was supposed to be delievered today was delayed by UPS,The package that was supposed to be delievered today was delayed by UPS
I am so worried I will not do good on the CPA exam. I studied so hard but am afraid I will draw blanks.,I am worried I won't pass the CPA exam. I have been studying for weeks and am afraid I won't remember the material.
I miss being able to talk to my parents_comma_ I don't live near them anymore,I miss being able to talk to my parents_comma_ I don't live near them anymore
Last week I saw this big pizza in the breakroom and I chose to stick to my diet.,Hello_comma_ last week I walked into a breakroom and I saw a big pizza laying there for anyone to grab up_comma_ however I chose not to take a slice and remain faithful to my diet.
I bought a new car a few days ago. It's really sleek and fun to drive,I bought a new car a few days ago. It's quite sleek and fun to drive around
I didn't pay my rent this month because I have some financial problems. The landlord have put a paper on a wall of the building notifying my neighbors that I didn't pay my rent.,I didn't pay my rent this month because I have some financial problems. The landlord have put a paper on a wall of the building notifying my neighbors that I didn't pay my rent.
Sometimes my cat understands my commands and I get really excited,Sometimes my cat understands my commands and I get really excited
I came home from work the other morning_comma_ and wouldn't you know it_comma_ there were a ton of old dishes in the sink.,I came home from work the other morning_comma_ and wouldn't you know it_comma_ there were a told of old dirty dishes in the sink.
I'm off work and at home and relaxing. My day is finished.,I'm off work and at home and relaxing. My day is finished.
I was pretty surprised that my friend was able to step his money game up last week.  I was pretty proud of him,My friend stepped up his money game last week_comma_ I was surprised and pretty proud of him
When I went home_comma_ my dog didn't recognize me anymore,When I went home_comma_ my dog didn't recognize me anymore
i have a doctors appointment this thursday and i'm very worried about it.,i have a doctors appointment this thursday and i'm very worried about it.
I ate my boyfriend's birthday cake when he was at work,I ate my boyfriend's birthday cake when he was at work
I was supposed to get a new car this week_comma_ but the dealership called and told me that the car wouldnt be here in time and I wont be able to get it,I was really excited for this week_comma_ but now im kind of bummed
When I hear some songs I remember my time in high school,When I hear some songs I remember my time in high school
My friend will love my baby shower present.,My friend is going to love my baby shower present that I got her_comma_ I just know it!
I saw someone throw trash from a moving car yesterday.,I saw someone throw some trash from a moving car yesterday. I was so angry.
Im leaving for vacation next week! I havent been on a proper one in a long time. I cant wait.,I cant wait to leave for vacation next week! I cant stop thinking about it.
I was so sad when my pet iguana died recently. Izzy and I were best friends. We had such a good time together.,I was heartbroken when my pet iguana passed away recently. Izzy and I were best buds. I miss him so much
My puppy learned to tap the bell to go outside!,My puppy learned to tap the bell to go outside very quickly!
My car broke down today.  My friend gave me a ride to work.,Crappy day today.  My car broke  down on the side of the road.
I'm pretty optimistic about my future,I'm feeling very positive about my future lately.  Big money opportunities everywhere kaching kaching bling bling burrr
My son will have his 18 months shots soon,my son will have his 18 months shots soon. i'm a little nervous about it. i hate seeing him getting shots
Was invited to a friends house after work.  After he let me in he took me to the back yard where there was a bunch of people.  It was party for my wife telling me we were haveing our first baby.,Just found out i am having a baby_comma_  My Wife and some of our friends through me a party.  Greatest day of my life.
i'm going to the doctor on thursday i'm very worried,i'm going to the doctor on thursday i'm very worried but i'm trying to stay calm
I just found an old report card. It makes me miss elementary school before,I just found an old report card as I was cleaning out my basement. It brought back a lot of memories
My wife left me alone for the whole week. I'm gonna be all by myself taking care of the dog.,My wife left for a business trip_comma_ so now I will be all by myself and our dog.
I am leaving for a three month trip overseas. I cant wait to leave. Its all I can think about.,I am leaving for a three month trip overseas. I cant wait to leave. Its all I can think about.
I always complain and treat my husband like crap_comma_ I need to change.,I always complain_comma_ nag_comma_ and treat my husband like crap. Which makes me feel like crap. I need to change/
I'm happy I've learned from my past mistakes.  I've been at ground zero and I'm thankful that the feeling of what it's like to be at the end of your rope has propelled me into financial autonomy.,I'm thankful for all my past mistakes.  They've helped me grow in a big way
In previous job_comma_ I was laid off. I felt like everything around me was failling apart. I felt terrible bad and cried.,In previous job_comma_ I was laid off. I felt like everything around me was failling apart. I felt terrible bad and cried.
i had a work review recently. They told me that my work has been excellent over the last 3 months.,I had a review at work recently. I was told I am doing very well.
I had a dream that I was at work and was wearing no cloths. It was the most upsetting dream I've ever had!,I had a really upsetting dream last night.
i'm so worried about my appointment on thursday.,i'm so worried about my appointment on thursday.
So we're moving soon_comma_ but our chicken coop isn't gonna make it into the trailer. : (,We're gonna be moving soon_comma_ and it doesn't look like we are going to be able to take our chickens.
I steal food from my roommate. I always feel bad about it but he makes such good food.,I steal food from my roommate and I feel a bit guilty about it.
i'm very worried about coming off too bossy in front of my boss and director.,i'm very worried about coming off too bossy in front of my boss and director.
When I was a teenager I wanted nothing more than an XBOX 360.  Now I don't even play video games,I was stoked when I got my first XBOX 360 for Christmas as a teenager.  Now I don't even play video games
I am having my first date with a woman that I meet at party. I am very nervous about it.,I am having my first date with a woman that I met at party. I am very nervous about it.
I lost my cat to old age and cried all night about it.,So my cat of 10 years past away last night. I dont know what to do
I always donate my change when I shop at my local drug store. Makes me feel like I' doing something good.,I like to give to charity.
I had my entire house boarded up when the hurricane came.,I had to board my entire house when the hurricane was coming.
My pet iguana just died. I'v had him since I was 5.,My pet iguana Ricado just die. I miss him.
I think something bad could happen on my vacation.,I think something bad could happen on my vacation. I should cancel.
I found my old Nintendo system. I set it up and started to play some old games and it really brought me back.,I set up my old Nintendo system and had so much fun playing it. It really reminded me of when I was a child.
I get married in 3.5 weeks!!!,I get married in 3.5 weeks!!!
I wanted some popcorn with my movie the other day so I put some in the microwave without thinking about how old it could be. I guess it was really old and it had literally exploded all over my microwave. I cant figure out how to clean it up.,I wanted some popcorn with my movie the other day so I put some in the microwave without thinking about how old it could be. I guess it was really old and it had literally exploded all over my microwave. I cant figure out how to clean it up.
i hope that i can see my family by the end of the year,i hope that i can see my family by the end of the year
I just heard back from my Doctor and I need surgery.,I just heard back from my Doctor and I need surgery.
I'm really scared of spiders. I can't stand those creeps!,My friend has bunch of spiders as pets_comma_ but I can't stand them. They creep me out!
I'm staying positive about this business scheme.  I'm sure my friend will come around_comma_ he just needs some good convincing,I'm trying to convince my friend to hop on board this business venture.  I'm staying positive I'm sure he'll come around
I'm watching my neice and nephew for a week while my brother and his wife go out of town.  I think it'll be fun and tough.,I'm watching my neice and nephew for a week while my brother and his wife go out of town. I think it'll be fun and tough.
I had a ketchup stain on my blouse at work_comma_ and no one told me about it! I didn't find out until I went home.,I didn't notice it until I got home from work_comma_ but I had a huge ketchup stain on my blouse!
I had planned on cooking a steak tonight but_comma_ I found it turned rotten when I came home today.,I had planned on cooking a steak tonight but_comma_ I found it turned rotten when I came home today.
i have an appointment with the doctor on thursday and it has me so worried,i have an appointment with the doctor on thursday and it has me so worried
a situation where I felt proud is when i was able to graduate from college,hi
I sent off my law school application today.  I hope to hear good news in a few weeks.,I finally finished up my law school application and sent it off today.
My brother recently got his dream job_comma_ so I am very happy for him.,My brother just got his dream job recently_comma_ so I am very happy for him!
I have construction going on at the house next door from 6 am until well past dark.  It is very unwelcome,So my neighbor is having work done on his house.  Every morning at 6 am I wake up to the noise of hammers and drills next door.
My first date with a woman that I met at a party didn't go as expected.,My first date with a woman that I met at a party didn't go as expected.
One time_comma_ I was given a drink to try out and it looked red so I thought it was a strawberry shake. But it turned out to be a vegetable drink.,I was at a family gathering one time and an uncle gave me a red drink that I thought was strawberry.
My daughter passed out one day last week.,My daughter passed out one day last week.
It was really cool to see those circus performers do those tricks. I was so amazed at their talent.,I recently went to the circus_comma_ and I was so amazed at how the performers do their tricks!
Someone broke into my car and ripped everything out_comma_ even the side speakers! I looked like the Hulk that night when I saw the wreckage.,Someone broke into my car and ripped everything out_comma_ even the side speakers! I looked like the Hulk that night when I saw the wreckage.
I really do not like when I order a hamburger with no ketchup and they still put it on.,I really do not like when I order a hamburger with no ketchup and they still put it on.
i worry about looking foolish in front of strangers,i worry about looking foolish in front of strangers
I had the city come out to look at my water meter.  It was broken and they said I had to pay to replace it.,I had to have the city come out today and check my water meter.
I had been waiting on the results of a test of my blood pressure. Thankfully it was fine but it made me nervous waiting.,I have been waiting on some health result tests. It was making me very nervous.
I'm thankful for my job.  I've got full autonomy of time.,I love my job and I'm thankful it gives me full autonomy of time.
Kind of bummed. I was supposed to meet my best friend tonight_comma_ but he got stuck at work.,Kind of bummed now since I was supposed to meet my best friend later tonight_comma_ but he got stuck at work suddenly.
Earlier this week_comma_ I was in the middle of an email_comma_ and my computer shut down randomly. It took nearly an hour to reboot_comma_ and then was super slow.,Ugh. On Monday_comma_ I was writing an email_comma_ and my computer crashed. It took forever to reboot.
I got a new car_comma_ I am so happy.,I got a new car_comma_ I am so happy.
I remember when I was in kindergarten one time and I peed my pants...maan I was super ashamed,Back in kindergarten I peed my pants once...maan I was super ashamed hahaha
I am shocked that my dog bite the neighbor.,I am shocked that my dog bite the neighbor.
My neighbor actually purchased a dream car of mine and I see it parked in his driveway everyday just taunting me,My neighbor just purchased my dream car and parks it in his driveway everyday.  I feel like the car is taunting me.
I had one beer left when I got home and spilled the whole thing right after I opened it.,I had one beer left when I got home and spilled the whole thing right after I opened it.
Tomorrow I have to give a presentation at work and I just found out that the Vice President of the company is going to be there.,Tomorrow I have to give a presentation at work and I just found out that the Vice President of the company is going to be there.
i was watching jeopardy with a friend the other day and the category was british literature. he crushed it.,I was watching jeopardy with my friend the other day_comma_ and the cateogry was british literature.
I am afraid of bats_comma_ I can't even watch Batman movies.,I am afraid of bats_comma_ I can't even watch Batman movies.
I just lost my job. I'm so angry because they had no reason too!,I just lost my job. It really sucks
At work_comma_ two coworkers are making too much noise. They are  bothering me in my work.,At work_comma_ two coworkers are making too much noise. They are bothering me in my work.
i have a doctor's appointment on thursday that has me a little worried,i have a doctor's appointment on thursday that has me a little worried
My wife surprised me with football tickets. I cannot wait to go this season!,I was so happy when my wife surprised me with preseason football tickets.
I once couldn't find anyone to go out with_comma_ so I went to the bar alone.,I had to go to the bar alone_comma_ it was very sad.
At work_comma_ we went together for lunch. When it was time to pay_comma_ I notice that I forgot my wallet at the office.,At work_comma_ we went together for lunch. When it was time to pay_comma_ I notice that I forgot my wallet at the office.
Sometimes I'm nervous who I'm going to talk to next.  I'm nervous because if it's someone who can't hold a conversation I get the feeling of wanting to strangle them on the other side of the computer.  And I'm really not that kind of guy,Sometimes I'm nervous to play this game.  Because if it's someone who can't hold a conversation I get the feeling of wanting to strangle them on the other side of the computer. And I'm really not that kind of guy
i was scared to walk home alone,i was scared to walk home alone
We found old pictures of grandparents while cleaning out my house.  It was crazy seeing them so young.,We were cleaning out my parents house the other day and found some pretty cool stuff
"I got a ""thank you"" card sent to me from a co-worker in a different department for helping them.","I got a ""thank you"" card sent to me from a co-worker in a different department for helping them."
I went to a show last night and saw a guy juggling chainsaws.  It was crazy.  Some people have some real talent,I am always super amazed when people have real talent
i love the relationship i have with my husband. we have an amazing marriage.,i love the relationship i have with my husband. we have an amazing marriage.
I forgot to make my student loan payment this month.  I'm scared it will affect my credit score.,I forgot to make my student loan payment this month.
I should really stop expecting so much from people in this game.  I get a good partner convo going_comma_ thinking that every conversation will be the same...then I get some idiot and all my hope in humanity gets trampled on,I should really stop expecting so much from people in this game. I get a good partner convo going_comma_ thinking that every conversation will be the same...then I get some idiot and lose all hope in humanity
I accidentally passed gas while talking to a coworker.  I felt so ashamed.,I accidentally passed gas while talking to a coworker.
I'm leaving town tomorrow  for a mini vacation.,I'm leaving town tomorrow for a mini vacation.
I got a job offer but I am not sure if I should take the job or not. It is a little far from home.,I got a job offer but I am not sure if I should take it or not.
my husband and i are trying to have a baby,my husband and i are trying to have a baby
I went to the circus once_comma_ and the clowns were there. I am terrified of clowns.,I am terrified of clowns. I shouldn't of gone to the circus.
Can't really remember the last time I was humiliated...I've got pretty thick skin,I used to be super self-conscious and afraid to say anything stupid when I was younger...I'd get humiliated at the dumbest things but these days I've got pretty thick skin
My friend just bought a new Bugatti.  I am so envious of him.,My friend just bought a new Bugatti.
I got an ice cream cake for my birthday and it was really good. It was rather big so we had plenty left over we kept in the freezer. My husband took it out to defrost it enough to cut it while I wasn't home and totally forgot about it and it all melted. I was upset.,I got an ice cream cake for my birthday and it was really good. It was rather big so we had plenty left over we kept in the freezer. My husband took it out to defrost it enough to cut it while I wasn't home and totally forgot about it and it all melted. I was upset.
I have a test coming up. I'm going to crush it.,I have a test coming up and I'm feeling pretty good about it.
Back then I used to have faith in strangers.  Now I walk around with a switch blade ready for whatever,I used to have faith in strangers. Now I walk around with a switch blade ready for whatever
I was at the gym the other day and tripped on my way to the pool. I turned around and there were about five people that saw me. I felt like an idiot.,I tripped at the gym the other day. I turned around and about five people saw me. I felt stupid.
I locked my car keys in the car the other day.  I couldnt get into my car and everyone knew that I locked them in there,I cant believe how dumb I am sometimes.
i was sad when i didnt get this weekend off,i was sad when i didnt get this weekend off
When I was kid_comma_ a kid in the neighborhood was trying to exhort money from me. I was terrible afraid.,When I was kid_comma_ a kid in the neighborhood was trying to exhort money from me. I was terrible afraid.
i have a coworker that comes in to work late everyday and takes a million breaks,i have a coworker that comes in to work late everyday and takes a million breaks
My sister died in a freak accident_comma_ my heart is broken.,My sister died in a freak accident_comma_ my heart is broken.
i come in to work every day early and make sure i'm ready to go by the time my shift starts,i come in to work every day early and make sure i'm ready to go by the time my shift starts
i was at the park with my son_comma_ when he pulled down his pants and started peeing on the grass,I was at the park today_comma_ and my son pulled down his pants_comma_ and started peeing on the grass.
I was disheartened to learn the tv show colony wont be coming back,I was disheartened to learn the tv show colony wont be coming back
i was crushed when i didnt get the weekend off,i was crushed when i didnt get the weekend off
i am trying to save up some money but i'm having such a hard time making it happen,i am trying to save up some money but i'm having such a hard time making it happen
I felt a little cocky after working out this morning. It was a good feeling,I felt a little cocky this morning after working out. It was a good feeling
Our team have achieved the best project in IT department.,Our team have achieved the best project in IT department.
I got a little sappy when I saw a puppy on facebook. It made me want a dog,I get a little sappy when I see puppies on facebook. It makes me want one
I came home from work and my dog had pooped on the floor. it was gross cleaning it up,I came home from work and dog had pooped on the floor
A bit worried about the future today. There is so much to get done before winter comes and I only have so many hours in the day,A bit worried about the future today.
i cant wait until next week,i cant wait until next week
I went to the grocery store and I had to bag my own groceries.  It was quite irritating.,I went to the grocery store and I had to bag my own groceries.
I have been having nightmares every night. I am not looking forward to going to sleep tonight.,I have been having nightmares every night.
My kid scored the winning shot in her basketball game last week. I was so full of pride. She is doing so good with her sports.,My daughter scored the winning shot in her basketball game last week. I was so happy for her.
I ate my roommates pizza_comma_ I feel bad.,I are my roommates pizza_comma_ I feel bad.
I have not had any alcohol for a week.  I am pleased with my behavior.,I have not had any alcohol for a week.
i was scared to walk home the other night,i was scared to walk home the other night
Last year_comma_ when I got promoted to manager_comma_ I was very suprised because I was not expecting it.,Last year_comma_ when I got promoted to manager_comma_ I was very suprised because I was not expecting it.
I am so ready to go to the Yankees game tomorrow.,I am so ready to go to the Yankees  game tomorrow.
I have to build a kitchen island from IKEA.  I am sure I can get it done.,I have to build a kitchen island from IKEA.
I knew I was going to get the promotion.,I knew I was going to get the promotion.
I just got back from a three month trip. I am really missing all the friends I made along the way.,I just got back from a three month trip. I am really missing all the friends I made along the way.
My brother asked me to church yesterday. It was a nice feeling and gesture from him,My brother asked me to church yesterday. It was a nice feeling and gesture from him
i was angry when i saw someone put a dent in my car,i was angry when i saw someone put a dent in my car
my husband and i are trying to get pregnant by the end of the year,my husband and i are trying to get pregnant by the end of the year
I am starting a new job next week. I am really nervous and not sure if I will do well.,I begin my new job next week. I am really nervous about starting.
I am upset I didn't get to go to Hawaii.,I am upset I didn't get to go to Hawaii.
it was suprising to see someone at a 3 lbs burger for a free t-shirt,it was suprising to see someone eat a 3 lbs burger for a free t-shirt
